nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,p3,p4,bud-data2222,bud-data exprev,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 0,NIV-47483218314141915_47483218314323019@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129A8,Basic salary,This appropriation is intended to cover the basic salary of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,n,316 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 0,NIV-47483218314141915_47483218314323019@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129A8,Basic salary,This appropriation is intended to cover the basic salary of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm1,316 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 0,NIV-47483218314141915_47483218314323019@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129A8,Basic salary,This appropriation is intended to cover the basic salary of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm2,304 221,00
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 1,NIV-47483218314141915_47483218314323020@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129C7,Entitlements related to the post held,This appropriation is intended to cover entitlements of the Members of the institution of the European Council related to the post held.,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,n,65 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 1,NIV-47483218314141915_47483218314323020@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129C7,Entitlements related to the post held,This appropriation is intended to cover entitlements of the Members of the institution of the European Council related to the post held.,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm1,65 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 1,NIV-47483218314141915_47483218314323020@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129C7,Entitlements related to the post held,This appropriation is intended to cover entitlements of the Members of the institution of the European Council related to the post held.,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm2,62 650,00
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 2,NIV-47483218314141915_47483218314323021@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129E6,Entitlements related to the personal circumstances,This appropriation is intended to cover entitlements related to the personal circumstances of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,n,20 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 2,NIV-47483218314141915_47483218314323021@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129E6,Entitlements related to the personal circumstances,This appropriation is intended to cover entitlements related to the personal circumstances of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm1,20 000
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 2,NIV-47483218314141915_47483218314323021@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N129E6,Entitlements related to the personal circumstances,This appropriation is intended to cover entitlements related to the personal circumstances of the Members of the institution of the European Council. ,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,nm2,8 131,00
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314323016@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1298B,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314323017@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12994,Members of the institution,,nmc-article,1 0 0,NIV-47483218314141915_47483218314323018@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1299E,Remuneration and other entitlements,,nmc-item,1 0 0 3,NIV-47483218314141915_47483218314323022@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12A05,Social security cover,This appropriation is intended to cover the employer’s insurance contributions for the Members of the institution of the European Council.,Council Decision 2009/909/EU of 1 December 2009 laying down the conditions of employment of the President of the European Council (OJ L 322, 9.12.2009, p. 35).,bud-data,exp,amounts,amount,5.2.21,n,13 000
