nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,p3,p4,bud-data22,bud-data exprev,bud-data type,relation,amounts,amount,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314323015@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N12982,EXPENDITURE,,nmc-title,10,NIV-47483218314141915_47483218314323163@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N13BCB,OTHER EXPENDITURE,,nmc-chapter,10 0,NIV-47483218314141915_47483218314323164@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N13BD4,PROVISIONAL APPROPRIATIONS,The appropriations entered in this chapter are provisional and may be used only after their transfer to other chapters in accordance with the Financial Regulation.,Regulation (EU, Euratom) No 966/2012 of the European Parliament and of the Council of 25 October 2012 on the financial rules applicable to the general budget of the Union and repealing Council Regulation (EC, Euratom) No 1605/2002 (OJ L 298, 26.10.2012, p. 1).,bud-data,exp,reserve,,amounts,amount,nm2,0,—
