nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,figure
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,18 975 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,17 692 010,38
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,27 305 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,36 043 268
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,35 023 713,60
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 020 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,991 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,884 452,30
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,25 862 503
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,25 820 534
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,26 253 905,10
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,27 478 949
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,26 553 271
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,39 048 835,40
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,13 315 983
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,13 453 322
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,12 731 130,91
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,13 202 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,13 481 040
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,7 215 561,44
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,15 743 215
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,16 481 461
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,18 992 549,97
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,11 977 727
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,12 298 460
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,15 310 539,51
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 250 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 600 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 598 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 232 500
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 405 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,927 388,14
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 039 200
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 473 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,495 311,40
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 100 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 124 660
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 006 613,36
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 632 676
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 927 111
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 974 137,06
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 600 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 965 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 600 767,67
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 586 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 055 500,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 703 318
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 175 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 689 768,59
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,21 036 912
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,23 755 900
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,22 124 435,38
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 978 023
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 916 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 462 167,79
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,30 120 500
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,29 996 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,27 985 491,28
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 725 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 830 300
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 664 747,54
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,8 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,8 391 152,02
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,15 620 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,20 133 700
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,13 576 010,67
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,445 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,475 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,130 335,55
