nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,figure
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,65 400 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,72 343 140
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,72 103 309,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 800 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 054 639
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 731 097,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,43 418 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,39 388 525
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,39 000 931,50
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,180 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,184 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,173 914,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 368 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 769 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 447 378,97
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,301 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,384 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,241 863,83
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,11 744 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,10 818 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,10 086 746,81
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,310 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,395 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,333 370,72
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 810 541
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 820 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,2 759 882,02
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,32 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,31 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,35 653,70
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,436 740
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,400 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,174 999,95
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 400 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 460 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 835 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,396 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,391 400
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,363 779,83
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,182 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,552 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,951 911,82
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,39 428 991
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,53 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,46 000 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,7 573 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,8 097 950
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 264 848,03
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,p.m.
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,447 449
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,465 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,7 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,15 800 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,14 587 632,99
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,379 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,374 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,374 729,31
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,446 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,378 850
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,280 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 990 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 850 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 177 428,46
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,719 500
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,718 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,528 784,06
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,800 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 000 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,619 772,38
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,271 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,305 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,290 634,40
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 285 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 285 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,1 002 407,93
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 050 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 960 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,3 960 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 277 500
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,6 683 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 840 795,58
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,30 653 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,33 032 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,30 359 988,33
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 419 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,16 141 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,33 910 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,p.m.
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,p.m.
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,38 753 000,00
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,25 465 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,7 213 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 583 615,66
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,25 471 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,39 459 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,34 811 824,36
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,5 278 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 210 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,4 207 679,39
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,60 095 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,57 264 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,48 638 644,47
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,amount,20 937 000
