nmc-expenditure,nmc-title,nmc-chapter,int.li,p
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to fund:
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover: 
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover expenditure, other than that covered by Chapter 1 0 and Article 3 0 0, connected with the organisation of meetings of: 
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover:
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover the cost of outside archiving services, such as: 
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover: 
nmc-expenditure,nmc-title,nmc-chapter,int.li,This appropriation is intended to cover, in respect of the political groups and the non-attached Members:
