nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,bud-data exprev,relation,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 4,NIV-47483218314141915_47483218314325426@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434A6,Missions,bud-data,exp,,amounts,amount,5.2.41,n,293 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 4,NIV-47483218314141915_47483218314325426@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434A6,Missions,bud-data,exp,,amounts,amount,5.2.41,nm1,288 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 4,NIV-47483218314141915_47483218314325426@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434A6,Missions,bud-data,exp,,amounts,amount,5.2.41,nm2,284 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 9,NIV-47483218314141915_47483218314325428@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434EC,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.41,n,p.m.
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 9,NIV-47483218314141915_47483218314325428@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434EC,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.41,nm1,275 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433BD,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 9,NIV-47483218314141915_47483218314325428@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N434EC,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.41,nm2,0,—
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 9,NIV-47483218314141915_47483218314325444@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4374B,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.422,n,p.m.
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 9,NIV-47483218314141915_47483218314325444@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4374B,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.422,nm1,47 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 9,NIV-47483218314141915_47483218314325444@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4374B,Provisional appropriation,bud-data,exp,,amounts,amount,5.2.422,nm2,0,—
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 2,NIV-47483218314141915_47483218314325449@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N437D1,Missions,bud-data,exp,,amounts,amount,5.2.45,n,348 000
