nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,bud-data2222,bud-data exprev,relation,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325439@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4367E,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325443@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43707,External services in the linguistic field,bud-data,exp,,amounts,amount,5.2.432,n,10 728 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325439@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4367E,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325443@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43707,External services in the linguistic field,bud-data,exp,,amounts,amount,5.2.432,nm1,13 454 500
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325438@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43674,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325439@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4367E,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325443@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43707,External services in the linguistic field,bud-data,exp,,amounts,amount,5.2.432,nm2,9 403 181,64
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325447@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43788,Miscellaneous expenditure for staff recruitment,bud-data,exp,,amounts,amount,5.2.423,n,207 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325447@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43788,Miscellaneous expenditure for staff recruitment,bud-data,exp,,amounts,amount,5.2.423,nm1,278 500
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325447@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43788,Miscellaneous expenditure for staff recruitment,bud-data,exp,,amounts,amount,5.2.423,nm2,174 234,32
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325448@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N437AA,Further training,bud-data,exp,,amounts,amount,5.2.423,n,1 540 500
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325448@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N437AA,Further training,bud-data,exp,,amounts,amount,5.2.423,nm1,1 534 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325446@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4377E,Expenditure relating to staff management ,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325448@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N437AA,Further training,bud-data,exp,,amounts,amount,5.2.423,nm2,1 483 465,47
nmc-expenditure,E,NIV-47483218314141915_47483218314325418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433AA,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325419@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N433B3,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325445@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43774,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 3,NIV-47483218314141915_47483218314325450@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N437F6,Expenditure on staff of the institution,,nmc-item,1 6 3 0,NIV-47483218314141915_47483218314325451@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N43800,Social welfare,bud-data,exp,,amounts,amount,5.2.423,n,21 000
