nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,nmc-title id,nmc-chapter,nmc-chapter alias,nmc-chapter id,nmc-article,nmc-article alias,nmc-article id,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 0,NIV-47483218314141915_47483218314322926@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1180E,amount,5.2.16,nm2,9 802 864,80
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 3,NIV-47483218314141915_47483218314322930@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N118CE,amount,5.2.15,n,637 500
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 3,NIV-47483218314141915_47483218314322930@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N118CE,amount,5.2.15,nm1,750 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 3,NIV-47483218314141915_47483218314322930@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N118CE,amount,5.2.15,nm2,409 935,96
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 5,NIV-47483218314141915_47483218314322942@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A71,amount,5.2.17,n,1 100 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 5,NIV-47483218314141915_47483218314322942@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A71,amount,5.2.17,nm1,1 100 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,nmc-article,3 2 5,NIV-47483218314141915_47483218314322942@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A71,amount,5.2.17,nm2,1 100 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 0,NIV-47483218314141915_47483218314322945@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AA2,amount,5.2.1SPEC,n,59 800 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 0,NIV-47483218314141915_47483218314322945@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AA2,amount,5.2.1SPEC,nm1,58 750 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 0,NIV-47483218314141915_47483218314322945@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AA2,amount,5.2.1SPEC,nm2,57 062 366,62
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 2,NIV-47483218314141915_47483218314322946@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AD0,amount,5.2.1SPEC,n,27 794 200
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 2,NIV-47483218314141915_47483218314322946@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AD0,amount,5.2.1SPEC,nm1,21 794 200
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 2,NIV-47483218314141915_47483218314322946@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AD0,amount,5.2.1SPEC,nm2,18 900 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 3,NIV-47483218314141915_47483218314322947@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AF5,amount,5.2.1SPEC,n,13 400 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 3,NIV-47483218314141915_47483218314322947@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AF5,amount,5.2.1SPEC,nm1,12 400 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 0,NIV-47483218314141915_47483218314322944@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A98,nmc-article,4 0 3,NIV-47483218314141915_47483218314322947@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11AF5,amount,5.2.1SPEC,nm2,11 955 272,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 0,NIV-47483218314141915_47483218314322953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B89,amount,5.2.1SPEC,n,200 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 0,NIV-47483218314141915_47483218314322953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B89,amount,5.2.1SPEC,nm1,200 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 0,NIV-47483218314141915_47483218314322953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B89,amount,5.2.1SPEC,nm2,200 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 2,NIV-47483218314141915_47483218314322954@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11BA5,amount,5.2.1SPEC,n,200 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 2,NIV-47483218314141915_47483218314322954@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11BA5,amount,5.2.1SPEC,nm1,175 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,nmc-chapter,4 4,NIV-47483218314141915_47483218314322952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B7F,nmc-article,4 4 2,NIV-47483218314141915_47483218314322954@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11BA5,amount,5.2.1SPEC,nm2,160 000,00
