nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,p3,bud-data222,bud-data exprev,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325905@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4793E,EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325906@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47947,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,This appropriation is intended to cover expenses incurred in attending language courses or other professional training seminars.,bud-data,exp,amounts,amount,5.2.81,n,1 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325905@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4793E,EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325906@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47947,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,This appropriation is intended to cover expenses incurred in attending language courses or other professional training seminars.,bud-data,exp,amounts,amount,5.2.81,nm1,1 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325905@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4793E,EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 0,NIV-47483218314141915_47483218314325906@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47947,MEMBERS OF THE INSTITUTION,,nmc-article,1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,This appropriation is intended to cover expenses incurred in attending language courses or other professional training seminars.,bud-data,exp,amounts,amount,5.2.81,nm2,0,—
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 2,NIV-47483218314141915_47483218314325955@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EA9,Reception and representation expenses,This appropriation is intended to cover the costs related to the institution’s obligations concerning receptions, representation costs and the purchase of representational items offered by the Ombudsman.,bud-data,exp,amounts,amount,5.2.85,n,13 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 2,NIV-47483218314141915_47483218314325955@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EA9,Reception and representation expenses,This appropriation is intended to cover the costs related to the institution’s obligations concerning receptions, representation costs and the purchase of representational items offered by the Ombudsman.,bud-data,exp,amounts,amount,5.2.85,nm1,15 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 2,NIV-47483218314141915_47483218314325955@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EA9,Reception and representation expenses,This appropriation is intended to cover the costs related to the institution’s obligations concerning receptions, representation costs and the purchase of representational items offered by the Ombudsman.,bud-data,exp,amounts,amount,5.2.85,nm2,6 243,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 3,NIV-47483218314141915_47483218314325956@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EC6,Meetings in general,This appropriation is intended to cover the travel, subsistence and incidental expenses of experts and other persons invited to take part in committees, study groups or working meetings, as well as other connected expenditure (rental of rooms, interpretation needs, etc.).,bud-data,exp,amounts,amount,5.2.85,n,36 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 3,NIV-47483218314141915_47483218314325956@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EC6,Meetings in general,This appropriation is intended to cover the travel, subsistence and incidental expenses of experts and other persons invited to take part in committees, study groups or working meetings, as well as other connected expenditure (rental of rooms, interpretation needs, etc.).,bud-data,exp,amounts,amount,5.2.85,nm1,30 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 3,NIV-47483218314141915_47483218314325956@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EC6,Meetings in general,This appropriation is intended to cover the travel, subsistence and incidental expenses of experts and other persons invited to take part in committees, study groups or working meetings, as well as other connected expenditure (rental of rooms, interpretation needs, etc.).,bud-data,exp,amounts,amount,5.2.85,nm2,28 264,00
nmc-expenditure,E,NIV-47483218314141915_47483218314325904@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47935,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314325952@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E72,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314325953@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47E7C,MEETINGS AND CONFERENCES ,,nmc-article,3 0 4,NIV-47483218314141915_47483218314325957@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47EE3,Internal meetings,This appropriation is intended to cover the costs related to the organisation of the internal meetings of the institution.,bud-data,exp,amounts,amount,5.2.85,n,35 000
