root,course,reg_num,subj,crse,sect,title,units,instructor,days,time,start_time,end_time
root,course,10314,HUM,230,Y,Foundatns ChineseCivilization,0.0,Brashier,T-Th,time,09:30AM,10:20
root,course,10315,HUM,230,Y01,Foundatns ChineseCivilization,0.0,Wu,M-W-F,time,10:00AM,10:50
root,course,20468,ART,282,S,Sculpture II,1.0,Ondrizek,M-W,time,01:10PM,04:00
root,course,10316,HUM,230,Y02,Foundatns ChineseCivilization,0.0,Brashier,M-W-F,time,11:00AM,11:50
root,course,10317,HUM,230,Y03,Foundatns ChineseCivilization,0.0,Fix,T-Th,time,10:30AM,11:50
root,course,10180,LAT,210,Y,Second Year Latin,1.0,Wolfe,M-T-W-Th,time,02:10PM,03:00
root,course,10486,LAT,311,F,Advanced Latin,1.0,Englert,T-Th,time,09:00AM,10:20
root,course,20484,LAT,312,S,Advanced Latin,1.0,Tron,T-Th,time,02:40PM,04:00
root,course,10481,LING,311,F,General Linguistics,1.0,Haviland,T-Th,time,09:00AM,10:20
root,course,10484,LING,313,F,Language and Society,1.0,Haviland,T,time,06:10PM,09:00
root,course,10483,LING,323,F,Introductory Syntax,1.0,Haviland,T-Th,time,10:30AM,11:50
root,course,20481,LING,328,S,Morphosyntactic Typology,1.0,Haviland,T-Th,time,09:00AM,10:20
root,course,10454,ART,315,F,Early Medieval Art,1.0,Diebold,T-Th,time,02:40PM,04:00
root,course,20482,LING,348,S,Languages the Americas:Mayan,1.0,Haviland,T,time,06:10PM,09:00
root,course,10588,LING,392,F01,Structuralism and Semiotics,1.0,Stasch,T-Th,time,01:10PM,02:30
root,course,10598,LING,392,F02,Structuralism and Semiotics,1.0,Stasch,T-Th,time,02:40PM,04:00
root,course,10747,LING,393,F,Psycholinguistics,1.0,Canseco-Gonzale,M-W-F,time,10:00AM,10:50
root,course,10747,LING,393,F,Psycholinguistics,1.0,Canseco-Gonzale,W,time,04:40PM,06:00
root,course,20652,LING,396,S,Psych of Language Acquisition,1.0,Canseco-Gonzale,T-Th,time,02:40PM,04:00
root,course,10538,LIT,266,F,Russian Short Fiction,1.0,Lencek,T-Th,time,01:10PM,02:30
root,course,10757,LIT,320,F,20-Cent Chin Fiction, 1919-49,1.0,Wu,T-Th,time,02:40PM,04:00
root,course,20498,LIT,321,S,Modernism: Berlin,1.0,Gokberk,M-W,time,03:10PM,04:30
root,course,10756,LIT,326,F,Chinese Narrative Tradition,1.0,Rhew,M-W,time,03:10PM,04:30
root,course,20682,ART,316,S,Medieval Manuscript Illumin,1.0,Diebold,T-Th,time,02:40PM,04:00
root,course,20657,LIT,334,S,Yijing: Text and Tradition,1.0,Rhew,M-W,time,03:10PM,04:30
root,course,10502,LIT,341,F,Modern German Theatre,1.0,Rudolf,M-W,time,03:10PM,04:30
root,course,20665,LIT,343,S,20-Century Chinese Poetry,1.0,Wu,T-Th,time,02:40PM,04:00
root,course,20487,LIT,363,S,Greek Tragedy,1.0,Englert,M-W-F,time,12:00PM,12:50
root,course,20531,LIT,373,S,Russian Lit:Chekhov toPresent,1.0,Bershtein,T-Th,time,02:40PM,04:00
root,course,10540,LIT,379,F,The Myth of St. Petersburg,1.0,Bershtein,T-Th,time,02:40PM,04:00
root,course,10500,LIT,391,F,German Thought Postmod Era,1.0,Irmscher,T-Th,time,02:40PM,04:00
root,course,20501,LIT,392,S,German Theory II: Body Media,1.0,Mieszkowski,W,time,06:10PM,09:00
root,course,20536,LIT,404,S,Russian Lit:Gogol  and Dostoevsky,1.0,Lencek,T-Th,time,09:00AM,10:20
root,course,20533,LIT,408,S,Russ Decadent/SymbolistCultur,1.0,Bershtein,M-W,time,03:10PM,04:30
root,course,10455,ART,333,F,Divine Comedy  and Visualizations,1.0,David,T-Th,time,01:10PM,02:30
root,course,10542,LIT,413,F,20th C Russian CriticalTheory,1.0,Lencek,T-Th,time,09:00AM,10:20
root,course,10430,MATH,111,F01,Calculus I,1.0,Mayer,M-T-W-F,time,08:00AM,08:50
root,course,10431,MATH,111,F02,Calculus I,1.0,Shurman,M-T-W-F,time,11:00AM,11:50
root,course,10432,MATH,111,F03,Calculus I,1.0,Mayer,M-T-W-F,time,12:00PM,12:50
root,course,10433,MATH,111,F04,Calculus I,1.0,Potluri,M-T-W-F,time,12:00PM,12:50
root,course,10434,MATH,111,F05,Calculus I,1.0,Shurman,M-T-W-F,time,01:10PM,02:00
root,course,10435,MATH,111,F06,Calculus I,1.0,Potluri,M-T-W-F,time,02:10PM,03:00
root,course,20442,MATH,111,S01,Calculus I,1.0,Potluri,M-T-W-F,time,11:00AM,11:50
root,course,20443,MATH,111,S02,Calculus I,1.0,Potluri,M-T-W-F,time,12:00PM,12:50
root,course,20444,MATH,112,S01,Calculus II,1.0,Mayer,M-T-W-F,time,08:00AM,08:50
root,course,20680,ART,343,S,Art and Politics in France,1.0,Hendrickson,T-Th,time,09:00AM,10:20
root,course,20445,MATH,112,S02,Calculus II,1.0,Perkinson,M-T-W-F,time,11:00AM,11:50
root,course,20446,MATH,112,S03,Calculus II,1.0,Jones,M-T-W-F,time,12:00PM,12:50
root,course,20447,MATH,112,S04,Calculus II,1.0,Wieting,M-T-W-F,time,12:00PM,12:50
root,course,20448,MATH,112,S05,Calculus II,1.0,Perkinson,M-T-W-F,time,01:10PM,02:00
root,course,20449,MATH,112,S06,Calculus II,1.0,Bernhard,M-T-W-F,time,02:10PM,03:00
root,course,10436,MATH,121,F01,Introduction to Computing,1.0,Fix,M-W-F,time,11:00AM,11:50
root,course,10436,MATH,121,F01,Introduction to Computing,1.0,Fix,Th,time,11:00AM,11:50
root,course,10437,MATH,121,F02,Introduction to Computing,1.0,Fix,M-W-F,time,01:10PM,02:00
root,course,10437,MATH,121,F02,Introduction to Computing,1.0,Fix,Th,time,01:10PM,02:00
root,course,20450,MATH,132,S,Introduction to Combinatorics,1.0,Shurman,M-W-F,time,10:00AM,10:50
root,course,20681,ART,344,S,Pol Hist of Art Between Wars,1.0,van Dyke,M-W-F,time,01:10PM,02:00
root,course,10438,MATH,141,F01,Intro to Probability  and Statist,1.0,Jones,M-W-F,time,11:00AM,11:50
root,course,10439,MATH,141,F02,Intro to Probability  and Statist,1.0,Jones,M-W-F,time,01:10PM,02:00
root,course,10440,MATH,141,FL1,Intro to Probability  and Statist,0.0,Jones,T,time,09:00AM,09:50
root,course,10441,MATH,141,FL2,Intro to Probability  and Statist,0.0,Jones,T,time,11:00AM,11:50
root,course,10442,MATH,141,FL3,Intro to Probability  and Statist,0.0,Jones,T,time,01:10PM,02:00
root,course,10443,MATH,211,F01,Introduction to Analysis I,1.0,Perkinson,M-T-W-F,time,09:00AM,09:50
root,course,10444,MATH,211,F02,Introduction to Analysis I,1.0,Wieting,M-T-W-F,time,11:00AM,11:50
root,course,10445,MATH,211,F03,Introduction to Analysis I,1.0,Bernhard,M-T-W-F,time,12:00PM,12:50
root,course,20451,MATH,212,S01,Introduction to Analysis II,1.0,Wieting,M-T-W-F,time,09:00AM,09:50
root,course,20452,MATH,212,S02,Introduction to Analysis II,1.0,Bernhard,M-T-W-F,time,12:00PM,12:50
root,course,10580,ANTH,211,F04,Introduction to Anthropology,1.0,Silverstein,T-Th,time,01:10PM,02:30
root,course,10777,ART,348,F,Art  and  Pol in Weimar Republic,1.0,van Dyke,M-W,time,03:10PM,04:30
root,course,20453,MATH,311,S,Complex Analysis,1.0,Perkinson,M-T-W-F,time,10:00AM,10:50
root,course,10446,MATH,321,F,Advanced Calculus,1.0,Shurman,M-T-W-F,time,10:00AM,10:50
root,course,10447,MATH,331,F01,Linear Algebra,1.0,Mayer,M-T-W-F,time,09:00AM,09:50
root,course,10448,MATH,331,F02,Linear Algebra,1.0,Potluri,M-T-W-F,time,11:00AM,11:50
root,course,20454,MATH,331,S,Linear Algebra,1.0,Jones,M-T-W-F,time,11:00AM,11:50
root,course,20455,MATH,332,S,Abstract Algebra,1.0,Bernhard,M-T-W-F,time,11:00AM,11:50
root,course,20456,MATH,341,S,Geometry,1.0,Wieting,M-W-F,time,02:10PM,03:00
root,course,10449,MATH,372,F,Combinatorics,1.0,Perkinson,M-W-F,time,01:10PM,02:00
root,course,20457,MATH,382,S,Data Structure  and  Algorithm,1.0,Fix,M-W-F,time,09:00AM,09:50
root,course,20643,MATH,385,S,Computer Graphics,1.0,Fix,M-W-F,time,01:10PM,02:00
root,course,20679,ART,349,S,New West in Amer Photography,0.5,Fillin-Yeh,F,time,03:10PM,04:30
root,course,10450,MATH,391,F,Probability,1.0,Wieting,M-W-F,time,09:00AM,09:50
root,course,20458,MATH,412,S,Topics in Advanced AnalysisII,1.0,Mayer,M-W-F,time,03:10PM,04:00
root,course,20459,MATH,421,S,Elemetary Number Theory,1.0,Shurman,M-W-F,time,12:00PM,12:50
root,course,10451,MATH,431,F,Algebraic Structures,1.0,Bernhard,M-W-F,time,03:10PM,04:00
root,course,10452,MATH,441,F,Topics In Computer Theory,1.0,Fix,M-W-F,time,02:10PM,03:00
root,course,10329,MUS,103,F,Chamber Orchestra,0.5,Schiff,M,time,06:10PM,07:30
root,course,20324,MUS,103,S,Chamber Orchestra,0.5,Schiff,M,time,06:10PM,07:30
root,course,10321,MUS,105,F,Chorus,0.5,Hancock,T,time,04:40PM,06:00
root,course,20316,MUS,105,S,Chorus,0.5,Hancock,T,time,04:40PM,06:00
root,course,10322,MUS,107,F,Collegium Musicum,0.5,Hancock,W,time,04:40PM,06:00
root,course,10462,ART,371,F,Intermed Paint,Draw,PrintmakI,1.0,Knutson,T-Th,time,01:10PM,04:00
root,course,20317,MUS,107,S,Collegium Musicum,0.5,Hancock,W,time,04:40PM,06:00
root,course,10464,MUS,110,F,Intro to Music Listening,1.0,Falk,M-W-F,time,12:00PM,12:50
root,course,10465,MUS,111,F,Music Theory I,1.0,Hancock,M-W-F,time,01:10PM,02:00
root,course,10466,MUS,111,FL1,Music Theory I,0.0,Hancock,M,time,11:00AM,11:50
root,course,10467,MUS,111,FL2,Music Theory I,0.0,Hancock,M,time,03:10PM,04:00
root,course,10468,MUS,111,FL3,Music Theory I,0.0,Hancock,T,time,02:10PM,03:00
root,course,10469,MUS,111,FL4,Music Theory I,0.0,Hancock,W,time,02:10PM,03:00
root,course,20471,MUS,112,S,Theory II:IntermediateHarmony,1.0,Hancock,M-W-F,time,01:10PM,02:00
root,course,20472,MUS,112,SL1,Theory II:IntermediateHarmony,0.0,Hancock,M,time,03:10PM,04:00
root,course,20473,MUS,112,SL2,Theory II:IntermediateHarmony,0.0,Hancock,W,time,02:10PM,03:00
root,course,20469,ART,372,S,IntermedPaint,Draw,PrintmakII,1.0,Knutson,T-Th,time,01:10PM,04:00
root,course,20474,MUS,122,S,Survey of Western Music,1.0,Falk,M-W-F,time,12:00PM,12:50
root,course,10470,MUS,212,F,Theory III: BaroqueCounterpnt,1.0,Schiff,M-W-F,time,10:00AM,10:50
root,course,20648,MUS,236,S,The String Quartet,1.0,Falk,T-Th,time,10:30AM,11:50
root,course,10471,MUS,251,F,Representation in Music,1.0,Falk,T-Th,time,01:10PM,02:30
root,course,20475,MUS,256,S,Romantic Music,1.0,Hancock,T-Th,time,01:10PM,02:30
root,course,20476,MUS,262,S01,Jazz,1.0,Schiff,M-W-F,time,02:10PM,03:00
root,course,20477,MUS,262,S02,Jazz,1.0,Schiff,M-W-F,time,03:10PM,04:00
root,course,10472,MUS,264,F,Modernism in Music,1.0,Schiff,M-W-F,time,02:10PM,03:00
root,course,10473,MUS,311,F,Medieval and RenaissanceMusic,1.0,Falk,T-Th,time,10:30AM,11:50
root,course,20478,MUS,343,S,Advanced Analysis,1.0,Schiff,M-W-F,time,10:00AM,10:50
root,course,10463,ART,381,F,Intermed Sculp  and  Multimedia I,1.0,Ondrizek,T-Th,time,01:10PM,04:00
root,course,10656,PE,101,AE6,Aerobics,0.0,Casey,M-W,time,06:10PM,07:00
root,course,10657,PE,101,AE7,Aerobics,0.0,Casey,M-W,time,07:10PM,08:00
root,course,10658,PE,101,AFD,African Dance,0.0,Casey,T-Th,time,04:10PM,05:00
root,course,10661,PE,101,AIK,Aikido,0.0,Casey,M-W,time,07:10PM,09:00
root,course,10659,PE,101,AR3,Archery,0.0,Casey,M-W,time,03:10PM,04:00
root,course,10660,PE,101,AR4,Archery,0.0,Casey,M-W,time,04:10PM,05:00
root,course,10664,PE,101,BEL,Bellydance,0.0,Casey,T,time,06:10PM,08:00
root,course,10662,PE,101,BRB,Ballroom Dance-Beginning,0.0,Casey,W,time,06:10PM,08:00
root,course,10663,PE,101,BRI,Ballroom Dance-Intermediate,0.0,Casey,W,time,08:10PM,10:00
root,course,10665,PE,101,CAN,Canoeing,0.0,Casey,W,time,04:10PM,06:30
root,course,20470,ART,382,S,Intermed Sculp  and  MultimediaII,1.0,Ondrizek,T-Th,time,01:10PM,04:00
root,course,10680,PE,101,DEF,Self Defense,0.0,Casey,Th,time,07:10PM,09:30
root,course,10666,PE,101,FEN,Fencing,0.0,Casey,M-Th,time,06:40PM,08:30
root,course,10667,PE,101,FLK,Folkdance,0.0,Casey,Th,time,07:40PM,10:00
root,course,10668,PE,101,GLF,Golf,0.0,Casey,T-Th,time,02:10PM,03:00
root,course,10698,PE,101,HAT,Yoga-Hatha,0.0,Casey,T-Th,time,05:10PM,06:00
root,course,10671,PE,101,JDO,Judo,0.0,Casey,M-W,time,03:40PM,05:30
root,course,10670,PE,101,JGL,Juggling,0.0,Casey,W,time,07:10PM,09:00
root,course,10669,PE,101,JIT,Jitterbug,0.0,Casey,M,time,06:10PM,08:00
root,course,10697,PE,101,KUN,Yoga-Kundilini,0.0,Casey,M-W,time,04:40PM,06:00
root,course,10672,PE,101,KYI,Kayaking-Intermediate,0.0,Casey,W,time,06:10PM,09:00
root,course,20464,ART,425,S,Leonardo, Raphael,Michelangel,1.0,David,T-Th,time,01:10PM,02:30
root,course,10673,PE,101,LIF,Lifeguard Training,0.0,Casey,M,time,06:10PM,09:00
root,course,10699,PE,101,REL,Yoga-Relaxaion,0.0,Casey,T-Th,time,06:10PM,07:00
root,course,10674,PE,101,ROC,Rock Climbing,0.0,Casey,Th,time,04:10PM,07:00
root,course,10675,PE,101,RUG,Rugby-Men and Women,0.0,Casey,T-W-Th,time,04:10PM,06:00
root,course,10750,PE,101,RWB,Rowing-Beginning,0.0,Casey,M-W-F,time,03:10PM,06:00
root,course,10751,PE,101,RWI,Rowing-Intermediate,0.0,Casey,M-W-F,time,05:00AM,07:50
root,course,10683,PE,101,SFT,Softball,0.0,Casey,M,time,04:10PM,06:00
root,course,10684,PE,101,SQB,Squash-Beginning,0.0,Casey,T-Th,time,03:10PM,04:00
root,course,10685,PE,101,SQI,Squash-Intermediate,0.0,Casey,T-Th,time,04:10PM,05:00
root,course,10678,PE,101,SR2,Sailing,0.0,Casey,Th,time,02:10PM,05:00
root,course,10594,BIOL,101,F,Intro Biology Lect and Lab,1.0,Shampay,T-Th,time,09:00AM,10:20
root,course,10676,PE,101,ST2,Sailing,0.0,Casey,T,time,02:10PM,05:00
root,course,10677,PE,101,SW2,Sailing,0.0,Casey,W,time,02:10PM,05:00
root,course,10689,PE,101,TCB,Tai Chi-Beginning,0.0,Casey,M-W,time,03:10PM,04:00
root,course,10690,PE,101,TCI,Tai Chi-Intermediate,0.0,Casey,M-W,time,04:10PM,05:30
root,course,10693,PE,101,TNA,Tennis-Advanced,0.0,Casey,T-Th,time,05:10PM,06:00
root,course,10691,PE,101,TNB,Tennis-Beginning,0.0,Casey,T-Th,time,03:10PM,04:00
root,course,10692,PE,101,TNI,Tennis-Intermediate,0.0,Casey,T-Th,time,04:10PM,05:00
root,course,10694,PE,101,ULT,Ultimate Frisbee,0.0,Casey,T-Th,time,04:10PM,06:00
root,course,10696,PE,101,WWR,White Water Rafting,0.0,Casey,T,time,04:10PM,06:00
root,course,10701,PE,102,AE6,Aerobics,0.0,Casey,M-W,time,06:10PM,07:00
root,course,10596,BIOL,101,FT3,Intro Biology Lect and Lab,0.0,Shampay,T,time,01:10PM,05:00
root,course,10703,PE,102,AE7,Aerobics,0.0,Casey,M-W,time,07:10PM,08:00
root,course,10704,PE,102,AFD,African Dance,0.0,Casey,T-Th,time,04:10PM,05:30
root,course,10705,PE,102,AIK,Aikido,0.0,Casey,M-W,time,07:10PM,09:00
root,course,10707,PE,102,BAD,Badminton,0.0,Casey,T-Th,time,12:00PM,12:50
root,course,10709,PE,102,BBC,Basketball-Coed,0.0,Casey,T-Th,time,04:10PM,06:00
root,course,10706,PE,102,BCN,Backcountry Navigation,0.0,Casey,W,time,04:10PM,06:00
root,course,10708,PE,102,BD1,Badminton,0.0,Casey,T-Th,time,01:10PM,02:00
root,course,10713,PE,102,BEL,Bellydance,0.0,Casey,T,time,06:10PM,08:00
root,course,10714,PE,102,BOW,Bowling,0.0,Casey,T,time,04:10PM,06:00
root,course,10711,PE,102,BRB,Ballroom Dance-Beginning,0.0,Casey,W,time,06:10PM,08:00
root,course,10599,BIOL,101,FT7,Intro Biology Lect and Lab,0.0,Shampay,T,time,01:10PM,05:00
root,course,10712,PE,102,BRI,Ballroom Dance-Intermediate,0.0,Casey,W,time,08:10PM,10:00
root,course,10727,PE,102,DEF,Self Defense,0.0,Casey,Th,time,07:10PM,09:30
root,course,10715,PE,102,FEN,Fencing,0.0,Casey,M-Th,time,06:40PM,08:30
root,course,10716,PE,102,FLK,Folkdancing,0.0,Casey,Th,time,07:40PM,10:00
root,course,10717,PE,102,HAP,Hiking Around Portland,0.0,Casey,T,time,04:10PM,07:00
root,course,10740,PE,102,HAT,Yoga-Hatha,0.0,Casey,T-Th,time,05:10PM,06:00
root,course,10721,PE,102,JGL,Juggling,0.0,Casey,W,time,07:10PM,09:00
root,course,10720,PE,102,JIT,Jitterbug,0.0,Casey,M,time,06:10PM,08:00
root,course,10722,PE,102,JUD,Judo,0.0,Casey,M-W,time,03:40PM,05:40
root,course,10739,PE,102,KUN,Yoga-Kundlini,0.0,Casey,M-W,time,04:40PM,06:00
root,course,10581,ANTH,211,F05,Introduction to Anthropology,1.0,Brightman,M-W,time,06:10PM,07:30
root,course,10600,BIOL,101,FW3,Intro Biology Lect and Lab,0.0,Shampay,W,time,01:10PM,05:00
root,course,10723,PE,102,LIF,Lifeguard Training,0.0,Casey,M,time,06:10PM,09:00
root,course,10781,PE,102,MOD,Modern Dance,0.0,Casey,F,time,04:10PM,06:00
root,course,10741,PE,102,REL,Yoga-Relaxation,0.0,Casey,T-Th,time,06:10PM,07:00
root,course,10725,PE,102,ROC,Rock Climbing,0.0,Casey,Th,time,04:10PM,07:00
root,course,10724,PE,102,RQB,Raquetball-Beginning,0.0,Casey,T-Th,time,02:10PM,03:00
root,course,10726,PE,102,RUG,Rugby-Men and Women,0.0,Casey,T-W-Th,time,04:10PM,06:00
root,course,10730,PE,102,SQB,Squash-beginning,0.0,Casey,T-Th,time,03:10PM,04:00
root,course,10731,PE,102,SQI,Squash-Intermediate,0.0,Casey,T-Th,time,04:10PM,05:00
root,course,10735,PE,102,TCB,Tai Chi-Beginning,0.0,Casey,M-W,time,03:10PM,04:00
root,course,10736,PE,102,TCI,Tai Chi-Intermediate,0.0,Casey,M-W,time,04:10PM,05:30
root,course,10601,BIOL,101,FW7,Intro Biology Lect and Lab,0.0,Shampay,W,time,01:10PM,05:00
root,course,10737,PE,102,ULT,Ultimate Frisbee,0.0,Casey,T-Th,time,04:10PM,06:00
root,course,10421,PHIL,200,F01,Introduction to Philosophy,1.0,Hinchliff,T-Th,time,10:30AM,11:50
root,course,10422,PHIL,200,F02,Introduction to Philosophy,1.0,Latham,T-Th,time,10:30AM,11:50
root,course,10423,PHIL,200,F03,Introduction to Philosophy,1.0,Reeve,T-Th,time,10:30AM,11:50
root,course,20417,PHIL,201,S,Logic,1.0,Taschek,T-Th,time,01:10PM,02:30
root,course,10424,PHIL,301,F,Ancient Philosophy,1.0,Reeve,T-Th,time,02:40PM,04:00
root,course,20418,PHIL,308,S,Post-Kantian Continental Phil,1.0,Peck,T-Th,time,10:30AM,11:50
root,course,20419,PHIL,310,S,Metaphysics,1.0,Hinchliff,T-Th,time,10:30AM,11:50
root,course,10425,PHIL,311,F,Epistemology,1.0,Taschek,T-Th,time,10:30AM,11:50
root,course,10767,PHIL,312,F,Ethics,1.0,Arkonovich,M-W-F,time,01:10PM,02:00
root,course,10602,BIOL,101,FR3,Intro Biology Lect and Lab,0.0,Shampay,Th,time,01:10PM,05:00
root,course,10427,PHIL,317,F,Philosophy of Mind,1.0,Hinchliff,T-Th,time,02:40PM,04:00
root,course,20421,PHIL,410,S01,Adv Topics:APrior,Nec,Anlytic,1.0,Hinchliff,T-Th,time,01:10PM,02:30
root,course,20422,PHIL,410,S02,Advanced Topics:Phil of Mind,1.0,Reeve,M-W,time,03:10PM,04:30
root,course,20423,PHIL,410,S03,Advanced Topics: Epistemology,1.0,Taschek,T-Th,time,02:40PM,04:00
root,course,20670,PHIL,410,S04,Adv Topics: Ethics,1.0,Latham,M-W-F,time,01:10PM,02:00
root,course,10428,PHIL,415,F01,Major Figures:Existentialists,1.0,Peck,M-W-F,time,02:10PM,03:00
root,course,10429,PHIL,415,F02,Major Figures: Davidson,1.0,Taschek,M-W,time,03:10PM,04:30
root,course,20424,PHIL,415,S,Major Figures: Hume,1.0,Arkonovich,M-W-F,time,02:10PM,03:00
root,course,10075,PHYS,100,Y,General Physics I,1.0,Bonfim,M-W-F,time,10:00AM,10:50
root,course,10181,PHYS,100,Y01,General Physics I,0.0,Bonfim,T,time,10:30AM,11:50
root,course,10603,BIOL,101,FR7,Intro Biology Lect and Lab,0.0,Shampay,Th,time,01:10PM,05:00
root,course,10182,PHYS,100,Y02,General Physics I,0.0,Bonfim,T,time,01:10PM,02:30
root,course,10183,PHYS,100,Y03,General Physics I,0.0,Bonfim,W,time,01:10PM,02:30
root,course,10184,PHYS,100,Y04,General Physics I,0.0,Bonfim,W,time,02:40PM,04:00
root,course,10185,PHYS,100,Y05,General Physics I,0.0,Bonfim,Th,time,10:30AM,11:50
root,course,10186,PHYS,100,Y06,General Physics I,0.0,Bonfim,Th,time,01:10PM,02:30
root,course,10392,PHYS,100,Y07,General Physics I,0.0,Bonfim,Th,time,02:40PM,04:00
root,course,10187,PHYS,100,YL1,General Physics I,0.0,Bonfim,M,time,01:10PM,04:00
root,course,10188,PHYS,100,YL2,General Physics I,0.0,Bonfim,M,time,07:00PM,10:00
root,course,10189,PHYS,100,YL3,General Physics I,0.0,Bonfim,T,time,01:10PM,04:00
root,course,10190,PHYS,100,YL4,General Physics I,0.0,Bonfim,T,time,07:00PM,10:00
root,course,10604,BIOL,101,FF3,Intro Biology Lect and Lab,0.0,Shampay,F,time,01:10PM,05:00
root,course,10191,PHYS,100,YL5,General Physics I,0.0,Bonfim,W,time,01:10PM,04:00
root,course,10192,PHYS,100,YL6,General Physics I,0.0,Bonfim,W,time,07:00PM,10:00
root,course,10193,PHYS,100,YL7,General Physics I,0.0,Bonfim,Th,time,01:10PM,04:00
root,course,10194,PHYS,100,YL8,General Physics I,0.0,Bonfim,Th,time,07:00PM,10:00
root,course,20402,PHYS,101,S,Introduction to Physics,1.0,Reynolds,M-W-F,time,02:10PM,03:00
root,course,20403,PHYS,101,S01,Introduction to Physics,0.0,Reynolds,W,time,03:10PM,04:00
root,course,20404,PHYS,101,S02,Introduction to Physics,0.0,Reynolds,Th,time,02:10PM,03:00
root,course,20405,PHYS,101,S03,Introduction to Physics,0.0,Reynolds,Th,time,03:10PM,04:00
root,course,20406,PHYS,101,S04,Introduction to Physics,0.0,Reynolds,F,time,03:10PM,04:00
root,course,20407,PHYS,101,SL1,Introduction to Physics,0.0,Reynolds,M,time,03:10PM,05:00
root,course,10606,BIOL,101,FF7,Intro Biology Lect and Lab,0.0,Shampay,F,time,01:10PM,05:00
root,course,20409,PHYS,101,SL2,Introduction to Physics,0.0,Reynolds,T,time,01:10PM,03:00
root,course,20410,PHYS,101,SL3,Introduction to Physics,0.0,Reynolds,W,time,03:10PM,05:00
root,course,20658,PHYS,101,SL7,Introduction to Physics,0.0,Staff,W,time,07:10PM,09:00
root,course,20412,PHYS,101,SL4,Introduction to Physics,0.0,Reynolds,Th,time,09:00AM,10:50
root,course,20413,PHYS,101,SL5,Introduction to Physics,0.0,Reynolds,Th,time,01:10PM,03:00
root,course,20415,PHYS,101,SL6,Introduction to Physics,0.0,Reynolds,F,time,03:10PM,05:00
root,course,10076,PHYS,200,Y,General Physics II,1.0,Griffiths,M-W-F,time,10:00AM,10:50
root,course,10195,PHYS,200,YL1,General Physics II,0.0,Griffiths,T,time,01:10PM,04:00
root,course,10196,PHYS,200,YL2,General Physics II,0.0,Griffiths,W,time,01:10PM,04:00
root,course,10393,PHYS,200,YL3,General Physics II,0.0,Griffiths,Th,time,01:10PM,04:00
root,course,20579,BIOL,102,S,Intro Biology Lect and Lab,1.0,Black,T-Th,time,09:00AM,10:20
root,course,10399,PHYS,311,F,Classical Mechanics I,1.0,Reynolds,T-Th,time,09:00AM,10:20
root,course,10401,PHYS,321,F,Electrodynamics I,1.0,James,M-W-F,time,12:00PM,12:50
root,course,20392,PHYS,322,S,Electrodynamics II,1.0,James,M-W-F,time,12:00PM,12:50
root,course,10702,PHYS,323,F,Optics,1.0,Mitchell,M-W-F,time,10:00AM,10:50
root,course,10402,PHYS,331,F,Advanced Laboratory I,0.5,Essick,M,time,03:10PM,04:00
root,course,10404,PHYS,331,FL1,Advanced Laboratory I,0.0,Essick,W,time,01:10PM,04:00
root,course,10405,PHYS,331,FL2,Advanced Laboratory I,0.0,Essick,Th,time,01:10PM,04:00
root,course,20394,PHYS,332,S,Advanced Laboratory II,0.5,Mitchell,M,time,03:10PM,04:00
root,course,20395,PHYS,332,SL1,Advanced Laboratory II,0.0,Mitchell,W,time,01:10PM,04:00
root,course,20396,PHYS,332,SL2,Advanced Laboratory II,0.0,Mitchell,Th,time,01:10PM,04:00
root,course,20583,BIOL,102,ST3,Intro Biology Lect and Lab,0.0,Black,T,time,01:10PM,05:00
root,course,20397,PHYS,342,S,Quantum Mechanics I,1.0,Wheeler,T-Th,time,09:00AM,10:20
root,course,10407,PHYS,351,F,Thermal Physics,1.0,Reynolds,M-W-F,time,11:00AM,11:50
root,course,20398,PHYS,362,S,Solid State Physics,1.0,Essick,M-W-F,time,11:00AM,11:50
root,course,20399,PHYS,366,S,Elementary Particles,1.0,Griffiths,T-Th,time,10:30AM,11:50
root,course,10409,PHYS,367,F,Scientific Computation,1.0,Crandall,T-Th,time,07:10PM,08:30
root,course,10411,PHYS,411,F,Classical Mechanics II,1.0,Wheeler,M-W-F,time,09:00AM,09:50
root,course,20400,PHYS,442,S,Quantum Mechanics II,1.0,Wheeler,M-W-F,time,09:00AM,09:50
root,course,10633,POL,211,F,Intro Political Analysis,1.0,Rejali,M-W-F,time,02:10PM,03:00
root,course,20613,POL,214,S,Empirical Political Theory,1.0,Gronke,T-Th,time,02:40PM,04:00
root,course,20612,POL,301,S,Classical PoliticalPhilosophy,1.0,Mandell,T-Th,time,01:10PM,02:30
root,course,20584,BIOL,102,ST7,Intro Biology Lect and Lab,0.0,Black,T,time,01:10PM,05:00
root,course,10635,POL,303,F,Modern Political Philosophy,1.0,Steinberger,T-Th,time,02:40PM,04:00
root,course,20611,POL,310,S,Comparative Politics,1.0,Andreas,T-Th,time,10:30AM,11:50
root,course,10521,POL,311,F,Research Methods,1.0,Tudor,T-Th,time,02:40PM,04:00
root,course,10636,POL,335,F,Democratic Theory,1.0,Mandell,T-Th,time,01:10PM,02:30
root,course,10637,POL,340,F,Politics of Globalization,1.0,Andreas,T,time,06:30PM,09:30
root,course,10769,POL,345,F,Environmental Politics,1.0,Teske,M-W,time,03:10PM,04:30
