nmc-expenditure,p,bud-data,nmc-title,p2,bud-data2,nmc-chapter,p22,bud-data22,nmc-article,p222,bud-data222,nmc-item,p2222,bud-remarks,p2,p2,p2,p2,p2
nmc-expenditure,EXPENDITURE,,nmc-title,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,MEMBERS OF THE INSTITUTION,,nmc-article,Salaries and allowances,,nmc-item,Ordinary travel expenses ,bud-remarks,Statute for Members of the European Parliament, and in particular Article 20 thereof.,Implementing measures for the Statute for Members of the European Parliament, and in particular Articles 10 to 21 and 24 thereof.,This appropriation is intended to cover reimbursement of travel and subsistence expenses in connection with travelling to and from the places of work and with other duty travel.,Part of this appropriation is intended to take into account reductions in travel expenses as a result of the European Parliament’s resolution of 10 May 2011 (OJ L 250, 27.9.2011, p. 3) to use accumulated air miles, obtained through work-related travel, for purchasing air tickets. ,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 10 000.
