nmc-expenditure,p,bud-data,nmc-title,p2,bud-data2,nmc-chapter,p22,bud-data22,nmc-article,p222,bud-data222,amounts,figure,figure2,amount,figure22,reserve,figure2,alias
nmc-expenditure,EXPENDITURE,,nmc-title,EXPENDITURE RESULTING FROM SPECIAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,EXPENDITURE RELATING TO PARLIAMENTARY ASSISTANCE,,nmc-article,Parliamentary assistance,bud-data,amounts,196 216 430,180 871 822,33,amount,185 799 000,reserve,1 546 000,10 0
