nmc-expenditure,p,bud-data,nmc-title,p2,bud-data2,nmc-chapter,p22,bud-data22,nmc-article,p222,p3,bud-remarks,p2,p2
nmc-expenditure,EXPENDITURE,,nmc-title,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,OFFICIALS AND TEMPORARY STAFF,,nmc-article,Provisional appropriation,Staff Regulations of Officials of the European Union, and in particular Article 65 thereof and Annex XI thereto.,bud-remarks,This appropriation is intended to cover the effects of any salary adjustments decided by the Council during the financial year.,It is provisional and may be used only after its transfer to the appropriate headings of this chapter.
nmc-expenditure,EXPENDITURE,,nmc-title,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,Provisional appropriation,Conditions of Employment of Other Servants of the European Union.,bud-remarks,This appropriation is intended to cover the effects of any salary adjustments decided by the Council during the financial year.,It is provisional and may be used only after its transfer to the appropriate headings of this Chapter.
nmc-expenditure,EXPENDITURE,,nmc-title,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,DATA PROCESSING, EQUIPMENT AND MOVABLE PROPERTY,,In connection with public procurement, the institution will consult the other institutions on the contractual terms each of them has obtained.,nmc-article,Vehicles,bud-remarks,This appropriation is intended to cover the purchase, maintenance, use and repair of vehicles (fleet of cars and bicycles) and the hire of cars, taxis, coaches and lorries, with or without drivers, including the necessary insurance cover and other management costs. When replacing the car fleet or purchasing or hiring vehicles, preference will be given to cars that are the least polluting for the environment, such as hybrid cars.,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 175 000.
nmc-expenditure,EXPENDITURE,,nmc-title,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,CURRENT ADMINISTRATIVE EXPENDITURE,,In connection with public procurement, the institution will consult the other institutions on the contractual terms each of them has obtained.,nmc-article,Stationery, office supplies and miscellaneous consumables,bud-remarks,This appropriation is intended to cover the purchase of paper, envelopes, office supplies, supplies for the print shop and document reproduction workshops, etc., together with the related management costs.,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 15 000.
nmc-expenditure,EXPENDITURE,,nmc-title,BUILDINGS, FURNITURE, EQUIPMENT AND MISCELLANEOUS OPERATING EXPENDITURE,,nmc-chapter,CURRENT ADMINISTRATIVE EXPENDITURE,,In connection with public procurement, the institution will consult the other institutions on the contractual terms each of them has obtained.,nmc-article,Removals,bud-remarks,

This appropriation is intended to cover the cost of removal and handling work carried out by removal firms or by temporary handling staff supplied by outside agencies.,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 40 000.
