nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,bud-remarks,p22222,p3,list,list type,p2222,p32,p4,item,p2,p lang,p lang
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 2,NIV-47483218314141915_47483218314322925@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11804,EXPERTISE AND INFORMATION: ACQUISITION, ARCHIVING, PRODUCTION AND DISSEMINATION,,nmc-article,3 2 4,NIV-47483218314141915_47483218314322931@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N118F4,Production and dissemination,,nmc-item,3 2 4 9,NIV-47483218314141915_47483218314322941@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A3F,Information exchanges with national parliaments,bud-remarks,Conferences of Speakers of European Parliamentary Assemblies (June 1977) and of European Union Parliaments (September 2000, March 2001). Geographical area covered: European Union countries and European Union candidate and pre-candidate countries. ,This appropriation aims at financing the cooperation between the European Parliament and national parliaments in the parliamentary scrutiny of the CFSP/CSDP, in accordance with the Treaty on European Union and the Treaty on the Functioning of the European Union, and in particular Articles 9 and 10 of Protocol No 1 on the role of national parliaments in the European Union.,list,dash,This appropriation is intended to cover:,expenditure committed for promoting relations between the European Parliament and national parliaments. It relates to parliamentary relations other than those covered by Chapters 1 0 and 3 0, exchanges of information and documentation, and assistance in the analysis and management of that information, including exchanges with the European Centre for Parliamentary Research and Documentation (ECPRD),,cooperation measures, including those linked to legislative work, and measures linked to documentation, analysis and information and making the www.ipex.eu domain secure, including those carried out by the ECPRD.,item,Training schemes include study visits to the European Parliament in Brussels, Luxembourg and Strasbourg; the appropriation is intended to cover all or part of the expenditure incurred by participants, in particular travelling costs, travel expenses, accommodation and daily allowances,,en,en
