nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,bud-remarks,list,list type,int.li,p2,p lang
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,EXPENDITURE,,nmc-title,3,NIV-47483218314141915_47483218314322916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116A9,EXPENDITURE RESULTING FROM GENERAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,3 0,NIV-47483218314141915_47483218314322917@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N116B3,MEETINGS AND CONFERENCES,,nmc-article,3 0 4,NIV-47483218314141915_47483218314322920@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1171F,Miscellaneous expenditure on meetings,,nmc-item,3 0 4 3,NIV-47483218314141915_47483218314322923@IDPLcHHGfbfGPMIKdLXMdcIfKdfXHJLJeadbLeeX_NfNK,Miscellaneous expenditure for organising parliamentary assemblies, interparliamentary delegations and other delegations,bud-remarks,list,dash,int.li,This appropriation is intended to cover expenditure, other than that covered by Chapter 1 0 and Article 3 0 0, connected with the organisation of meetings of: ,en
