nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,nmc-item type,p2222,bud-remarks,p2,p lang,p lang
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,OTHER STAFF AND EXTERNAL SERVICES,,nmc-article,1 4 2,NIV-47483218314141915_47483218314322870@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11131,External translation services,,nmc-item,1 4 2 0,NIV-47483218314141915_47483218314322871@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1113B,aibl,External translation services,bud-remarks,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 200 000.,en,en
