nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,nmc-item,nmc-item alias,nmc-item id,p2222,bud-data2222,bud-data exprev,amounts,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325566@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448BA,OTHER STAFF AND EXTERNAL SERVICES ,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325567@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448C4,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325571@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44950,External services in the linguistic field,bud-data,exp,amounts,amount,5.2.532,n,326 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325566@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448BA,OTHER STAFF AND EXTERNAL SERVICES ,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325567@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448C4,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325571@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44950,External services in the linguistic field,bud-data,exp,amounts,amount,5.2.532,nm1,293 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 4,NIV-47483218314141915_47483218314325566@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448BA,OTHER STAFF AND EXTERNAL SERVICES ,,nmc-article,1 4 0,NIV-47483218314141915_47483218314325567@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N448C4,Other staff and external persons,,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314325571@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44950,External services in the linguistic field,bud-data,exp,amounts,amount,5.2.532,nm2,287 959,85
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325575@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449B4,Miscellaneous expenditure on recruitment,bud-data,exp,amounts,amount,5.2.523,n,48 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325575@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449B4,Miscellaneous expenditure on recruitment,bud-data,exp,amounts,amount,5.2.523,nm1,60 250
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314325575@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449B4,Miscellaneous expenditure on recruitment,bud-data,exp,amounts,amount,5.2.523,nm2,50 011,09
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325576@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449D4,Further training for staff,bud-data,exp,amounts,amount,5.2.523,n,718 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325576@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449D4,Further training for staff,bud-data,exp,amounts,amount,5.2.523,nm1,705 000
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 1,NIV-47483218314141915_47483218314325574@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449AA,Expenditure relating to staff management,,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314325576@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449D4,Further training for staff,bud-data,exp,amounts,amount,5.2.523,nm2,689 999,79
nmc-expenditure,E,NIV-47483218314141915_47483218314325546@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N4464A,EXPENDITURE,,nmc-title,1,NIV-47483218314141915_47483218314325547@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44653,PERSONS WORKING WITH THE INSTITUTION,,nmc-chapter,1 6,NIV-47483218314141915_47483218314325573@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N449A0,OTHER EXPENDITURE RELATING TO PERSONS WORKING WITH THE INSTITUTION,,nmc-article,1 6 3,NIV-47483218314141915_47483218314325578@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44A24,Assistance for staff of the institution,,nmc-item,1 6 3 0,NIV-47483218314141915_47483218314325579@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44A2E,Social welfare,bud-data,exp,amounts,amount,5.2.523,n,25 000
