nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,nmc-title id,nmc-chapter,nmc-chapter alias,nmc-chapter id,nmc-article,nmc-article alias,nmc-article id,nmc-item,nmc-item alias,nmc-item id,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 0,NIV-47483218314141915_47483218314322838@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C67,nmc-item,1 0 0 7,NIV-47483218314141915_47483218314322843@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D08,amount,5.2.11,nm1,184 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 0,NIV-47483218314141915_47483218314322838@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C67,nmc-item,1 0 0 7,NIV-47483218314141915_47483218314322843@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D08,amount,5.2.11,nm2,173 914,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 0,NIV-47483218314141915_47483218314322845@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D34,amount,5.2.11,n,3 368 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 0,NIV-47483218314141915_47483218314322845@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D34,amount,5.2.11,nm1,2 769 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 0,NIV-47483218314141915_47483218314322845@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D34,amount,5.2.11,nm2,2 447 378,97
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 2,NIV-47483218314141915_47483218314322846@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D66,amount,5.2.11,n,301 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 2,NIV-47483218314141915_47483218314322846@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D66,amount,5.2.11,nm1,384 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 1,NIV-47483218314141915_47483218314322844@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D2A,nmc-item,1 0 1 2,NIV-47483218314141915_47483218314322846@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10D66,amount,5.2.11,nm2,241 863,83
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 0,NIV-47483218314141915_47483218314322849@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DB9,amount,5.2.11,n,11 744 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 0,NIV-47483218314141915_47483218314322849@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DB9,amount,5.2.11,nm2,10 086 746,81
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 1,NIV-47483218314141915_47483218314322850@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DE2,amount,5.2.11,n,310 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 1,NIV-47483218314141915_47483218314322850@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DE2,amount,5.2.11,nm2,333 370,72
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 2,NIV-47483218314141915_47483218314322851@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10E0B,amount,5.2.11,n,2 810 541
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 2,NIV-47483218314141915_47483218314322851@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10E0B,amount,5.2.11,nm2,2 759 882,02
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 3,NIV-47483218314141915_47483218314322852@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10E34,amount,5.2.11,n,32 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 0,NIV-47483218314141915_47483218314322837@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C5E,nmc-article,1 0 3,NIV-47483218314141915_47483218314322848@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10DAF,nmc-item,1 0 3 3,NIV-47483218314141915_47483218314322852@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10E34,amount,5.2.11,nm2,35 653,70
