nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,nmc-title id,nmc-chapter,nmc-chapter alias,nmc-chapter id,nmc-article,nmc-article alias,nmc-article id,nmc-item,nmc-item alias,nmc-item id,amount,amount catpol,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 2,NIV-47483218314141915_47483218314322867@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11079,amount,5.2.132,n,39 428 991
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 2,NIV-47483218314141915_47483218314322867@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11079,amount,5.2.132,nm1,53 000 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 2,NIV-47483218314141915_47483218314322867@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11079,amount,5.2.132,nm2,46 000 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 4,NIV-47483218314141915_47483218314322868@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110B6,amount,5.2.122,n,7 573 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 4,NIV-47483218314141915_47483218314322868@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110B6,amount,5.2.122,nm1,8 097 950
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 4,NIV-47483218314141915_47483218314322868@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110B6,amount,5.2.122,nm2,6 264 848,03
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314322869@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110F7,amount,5.2.11,n,p.m.
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314322869@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110F7,amount,5.2.11,nm1,447 449
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 0,NIV-47483218314141915_47483218314322865@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11044,nmc-item,1 4 0 6,NIV-47483218314141915_47483218314322869@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N110F7,amount,5.2.11,nm2,465 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314322876@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111BA,amount,5.2.123,n,446 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314322876@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111BA,amount,5.2.123,nm1,378 850
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 0,NIV-47483218314141915_47483218314322876@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111BA,amount,5.2.123,nm2,280 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314322877@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111EB,amount,5.2.123,n,4 990 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314322877@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111EB,amount,5.2.123,nm1,4 850 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 1,NIV-47483218314141915_47483218314322875@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111B0,nmc-item,1 6 1 2,NIV-47483218314141915_47483218314322877@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111EB,amount,5.2.123,nm2,4 177 428,46
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 0,NIV-47483218314141915_47483218314322879@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11217,amount,5.2.123,n,719 500
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 0,NIV-47483218314141915_47483218314322879@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11217,amount,5.2.123,nm1,718 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 0,NIV-47483218314141915_47483218314322879@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11217,amount,5.2.123,nm2,528 784,06
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 1,NIV-47483218314141915_47483218314322880@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11266,amount,5.2.123,n,800 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 1,NIV-47483218314141915_47483218314322880@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11266,amount,5.2.123,nm1,1 000 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 1,NIV-47483218314141915_47483218314322880@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11266,amount,5.2.123,nm2,619 772,38
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 2,NIV-47483218314141915_47483218314322881@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11283,amount,5.2.123,n,271 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 2,NIV-47483218314141915_47483218314322881@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11283,amount,5.2.123,nm1,305 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 3,NIV-47483218314141915_47483218314322878@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1120D,nmc-item,1 6 3 2,NIV-47483218314141915_47483218314322881@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11283,amount,5.2.123,nm2,290 634,40
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 0,NIV-47483218314141915_47483218314322883@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112AF,amount,5.2.123,n,1 285 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 0,NIV-47483218314141915_47483218314322883@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112AF,amount,5.2.123,nm1,1 285 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 0,NIV-47483218314141915_47483218314322883@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112AF,amount,5.2.123,nm2,1 002 407,93
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 2,NIV-47483218314141915_47483218314322884@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112D1,amount,5.2.123,n,4 050 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 2,NIV-47483218314141915_47483218314322884@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112D1,amount,5.2.123,nm1,3 960 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 2,NIV-47483218314141915_47483218314322884@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112D1,amount,5.2.123,nm2,3 960 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 4,NIV-47483218314141915_47483218314322885@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112F1,amount,5.2.123,n,6 277 500
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 4,NIV-47483218314141915_47483218314322885@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112F1,amount,5.2.123,nm1,6 683 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 6,NIV-47483218314141915_47483218314322874@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N111A6,nmc-article,1 6 5,NIV-47483218314141915_47483218314322882@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112A5,nmc-item,1 6 5 4,NIV-47483218314141915_47483218314322885@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N112F1,amount,5.2.123,nm2,5 840 795,58
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314322889@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11335,amount,5.2.141,n,30 653 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314322889@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11335,amount,5.2.141,nm1,33 032 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 0,NIV-47483218314141915_47483218314322889@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11335,amount,5.2.141,nm2,30 359 988,33
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 1,NIV-47483218314141915_47483218314322890@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11357,amount,5.2.141,n,5 419 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 1,NIV-47483218314141915_47483218314322890@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11357,amount,5.2.141,nm1,16 141 000
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 1,NIV-47483218314141915_47483218314322890@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11357,amount,5.2.141,nm2,33 910 000,00
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 3,NIV-47483218314141915_47483218314322891@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11376,amount,5.2.141,n,p.m.
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,NIV-47483218314141915_47483218314322886@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11311,nmc-chapter,2 0,NIV-47483218314141915_47483218314322887@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11321,nmc-article,2 0 0,NIV-47483218314141915_47483218314322888@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1132B,nmc-item,2 0 0 3,NIV-47483218314141915_47483218314322891@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11376,amount,5.2.141,nm1,p.m.
