nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,nmc-title id,nmc-chapter,nmc-chapter alias,nmc-chapter id,nmc-article,nmc-article alias,nmc-article id,nmc-item,nmc-item alias,nmc-item id,p,p lang
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 2,NIV-47483218314141915_47483218314322870@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11131,nmc-item,1 4 2 0,NIV-47483218314141915_47483218314322871@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1113B,This appropriation is intended to cover the translation, typing, coding and technical assistance work sent to outside suppliers.,en
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,1,NIV-47483218314141915_47483218314322836@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C54,nmc-chapter,1 4,NIV-47483218314141915_47483218314322864@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1103A,nmc-article,1 4 2,NIV-47483218314141915_47483218314322870@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11131,nmc-item,1 4 2 0,NIV-47483218314141915_47483218314322871@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1113B,The amount of assigned revenue in accordance with Article 21(3) of the Financial Regulation is estimated at EUR 200 000.,en
