nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,nmc-title id,nmc-chapter,nmc-chapter alias,nmc-chapter id,bud-data,amount,amount year,figure
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,10,NIV-47483218314141915_47483218314322955@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11BC1,nmc-chapter,10 0,NIV-47483218314141915_47483218314322956@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11BCA,bud-data,amount,nm2,0,—
