nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,nmc-title,nmc-title alias,p,p lang
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,Since risk cover has been revoked by insurance companies, the risk of industrial conflicts and terrorist attacks for the European Parliament buildings needs to be covered through the general budget of the European Union.,en
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,nmc-title,2,The appropriations of this title accordingly cover all expenses in connection with damage resulting from industrial conflicts and terrorist attacks.,en
