nmc-expenditure,nmc-title,nmc-chapter,nmc-article,nmc-item,bud-data,total,figure
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,nmc-item,bud-data,total,72 610 000
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,nmc-item,bud-data,total,586 728 909
nmc-expenditure,nmc-title,nmc-chapter,nmc-article,nmc-item,bud-data,total,39 124 000
