nmc-expenditure,int.li,p
nmc-expenditure,int.li,This appropriation is intended to cover the purchase, hire, maintenance, repair and management of technical equipment and installations, and in particular of:
nmc-expenditure,int.li,This appropriation is intended to cover: 
nmc-expenditure,int.li,This appropriation is intended to cover: 
nmc-expenditure,int.li,This appropriation is intended to cover:
