nmc-expenditure,nmc-expenditure alias,nmc-expenditure id,p,bud-data,nmc-title,nmc-title alias,nmc-title id,p2,bud-data2,nmc-chapter,nmc-chapter alias,nmc-chapter id,p22,bud-data22,nmc-article,nmc-article alias,nmc-article id,p222,bud-data222,bud-data exprev,amounts,figure,figure2,amount,amount catpol,amount year,figure22,reserve,total,figure2
nmc-expenditure,E,NIV-47483218314141915_47483218314322835@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N10C4B,EXPENDITURE,,nmc-title,4,NIV-47483218314141915_47483218314322943@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11A8E,EXPENDITURE RESULTING FROM SPECIAL FUNCTIONS CARRIED OUT BY THE INSTITUTION,,nmc-chapter,4 2,NIV-47483218314141915_47483218314322948@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B1B,EXPENDITURE RELATING TO PARLIAMENTARY ASSISTANCE,,nmc-article,4 2 2,NIV-47483218314141915_47483218314322949@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N11B25,Parliamentary assistance,bud-data,exp,amounts,196 216 430,180 871 822,33,amount,5.2.122,nm1,185 799 000,reserve,total,187 345 000
