root,course,footnote,sln,prefix,crs,lab,sect,title,credit,days,instructor,limit,enrolled,times,start,end
root,course,,25684,ECON,102,,12,[S] FUND OF MACR,3.0,M,W,,0060,0060,times,,12:10
root,course,,25692,ECON,198,,01,[S] ECON HONORS,3.0,M,W,F,,0030,0030,times,,10:10
root,course,,25700,ECON,198,,02,[S] ECON HONORS,3.0,TU,TH,ROSENMAN,0030,0030,times,10:35,11:50
root,course,,25718,ECON,198,,03,[S] ECON HONORS,3.0,M,W,F,HALLAGAN,0030,0030,times,,9:10
root,course,,75242,ECON,198,,04,[S] ECON HONORS,3.0,M,W,F,KUZYK,0030,0028,times,,14:10
root,course,I,11973,AGTM,315,,01,IR SY&WT MGT,3.0,TU,TH,BOLL,0030,0002,times,,8:30
root,course,,25726,ECON,301,,01,FIRM MKT POL,3.0,TU,TH,KRAUTKRAEMER,0063,0057,times,10:35,11:50
root,course,,25734,ECON,301,,02,FIRM MKT POL,3.0,M,W,F,,0058,0057,times,,11:10
root,course,,25742,ECON,301,,03,FIRM MKT POL,3.0,M,W,F,,0055,0047,times,,10:10
root,course,V,25759,ECON,301,,04,FIRM MKT POL,3.0,M,BATINA,0060,0062,times,,14:10
root,course,,25783,ECON,311,,01,ECONOMETRICS,3.0,TU,TH,LI,0024,0012,times,14:50,16:05
root,course,,25791,ECON,320,,01,MONEY/BANK,3.0,TU,TH,CLARK,0080,0083,times,10:35,11:50
root,course,,25817,ECON,330,,01,ECN OF SPORT,3.0,TU,TH,FORT,0075,0075,times,10:35,11:50
root,course,,25833,ECON,350,,01,LABOR ECON,3.0,M,W,F,,0050,0053,times,,13:10
root,course,,25882,ECON,401,,01,MACRO EC AN,3.0,TU,TH,PEREZ,0035,0033,times,13:25,14:40
root,course,I,25890,ECON,402,,01,HIST EC THOT,3.0,M,W,F,DINOOTO,0020,0000,times,,12:30
root,course,,11981,AGTM,315,L,01,IR SY&WT MGT,,TU,,0030,0002,times,14:30,17:20
root,course,,25924,ECON,416,,01,COMP EC SYS,3.0,M,W,F,HALLAGAN,0035,0029,times,,11:10
root,course,,25957,ECON,450,,01,COLL BARGAIN,3.0,TU,TH,LEIGH,0030,0018,times,9:10,10:25
root,course,,25981,ECON,470,,02,INTERL TRADE,3.0,M,W,F,LOWINGER,0028,0030,times,,11:10
root,course,,25999,ECON,472,,01,ECON DEVELOP,3.0,TU,TH,NZIRAMASANGA,0015,0013,times,10:35,11:50
root,course,,26054,ECON,500,,01,MACRO ANLYS,3.0,TU,TH,PEREZ,0024,0016,times,9:10,10:25
root,course,,26062,ECON,501,,01,MICRO EC TH,3.0,TU,TH,KRAUTKRAEMER,0024,0021,times,13:25,14:40
root,course,,26070,ECON,510,,01,MATH MODELS,3.0,TU,TH,INABA,0015,0006,times,16:15,17:30
root,course,Q,11999,AGTM,331,,01,EL PW SYS AG,3.0,TU,TH,SYMONS,0050,0022,times,,12:10
root,course,,26104,ECON,540,,01,ADV PUB FIN,3.0,M,W,BATINA,0015,0004,times,12,13:15
root,course,,26120,ECON,572,,01,TH INST DEV,3.0,TU,TH,NZIRAMASANGA,0015,0004,times,14:50,16:05
root,course,,77727,ECON,590,,01,NAT RES SCAR,3.0,TU,TH,KRAUTKRAEMER,0015,0005,times,10:35,11:50
root,course,,26203,ED AD,389,,01,LEADRSHP DEV,3.0,TU,TH,,0050,0028,times,10:35,11:50
root,course,,12005,AGTM,331,L,01,EL PW SYS AG,,W,,0020,0005,times,14:10,17
root,course,,26229,ED AD,497,,01,PEER LEADER,V,TH,O'CONNER,0050,0022,times,14:50,16:05
root,course,,85043,ED AD,497,,08,PEER LEADER,02.0,TU,THOMAS,0050,0000,times,14:00,15:30
root,course,,26260,ED AD,498,,01,LEADER PRACT,03.0,W,,0100,0003,times,14:10,16
root,course,,26302,ED AD,507,,01,SOC FND EDUC,3.0,M,GARDINER,0020,0019,times,16:10,19
root,course,T,26310,ED AD,510,,01,IMPROV INSTR,3.0,TH,PARKAY,0020,0008,times,16:15,19
root,course,,12013,AGTM,331,L,02,EL PW SYS AG,,TH,,0020,0010,times,9:10,12
root,course,,65458,ED AD,516,,01,INSTR LDRSHP,V,W,PARKAY,0020,0007,times,16:15,19
root,course,,82107,ED AD,518,,01,EDUC TECHNOL,3.0,M,CILLAY,0020,0003,times,19:10,22
root,course,,26344,ED AD,536,,01,INT QUAL RES,3.0,M,GARDINER,0023,0020,times,19:10,22
root,course,,26351,ED AD,540,,01,ISS IN SPORT,3.0,TU,TH,ADAMS,0020,0008,times,13:25,14:40
root,course,,65466,ED AD,561,,01,ST DEV THRY,3.0,W,BETTAS,0020,0013,times,16:10,19
root,course,,65482,ED AD,567,,01,LEAD CHANGE,3.0,TU,WOLVERTON,0020,0007,times,16:10,19
root,course,,26435,ED AD,577,,01,LAW PHYS ED,3.0,TU,TH,ADAMS,0030,0008,times,9:10,10:25
root,course,,65490,ED AD,579,,01,ADMIN H ED,3.0,TU,PAVEL,0020,0009,times,19:10,22
root,course,T,65508,ED AD,581,,01,POLITICS-EDU,3.0,TU,MICHAELIG,0020,0008,times,16:15,19
root,course,,12021,AGTM,331,L,03,EL PW SYS AG,,TH,,0020,0006,times,14:10,17
root,course,T,26443,ED AD,582,,01,POL FORM FD,3.0,W,WOLVERTON,0025,0012,times,19:15,22
root,course,,26567,EDPSY,401,,01,CLS ASMT EL,2.0,M,W,,0035,0031,times,,13:10
root,course,,26575,EDPSY,401,,02,CLS ASMT EL,2.0,M,W,,0035,0037,times,,14:10
root,course,,26617,EDPSY,402,,01,CLS ASMT SEC,2.0,TU,TH,,0035,0032,times,,8:10
root,course,,26625,EDPSY,402,,02,CLS ASMT SEC,2.0,TU,TH,,0035,0014,times,,15:10
root,course,,26674,EDPSY,502,,01,THEOR FOUNDT,3.0,W,,0032,0024,times,16:10,19
root,course,,26682,EDPSY,505,,01,RES METH I,3.0,TH,WALSER,0025,0013,times,17:10,20
root,course,Q,26690,EDPSY,508,,01,STATISTICS,4.0,M,,0030,0026,times,17:10,21
root,course,,10769,ACCTG,231,,05,INT MAN ACCT,3.0,M,W,F,RIEMAN,0139,0132,times,,13:10
root,course,,12054,AGTM,451,,01,SEMINAR,1.0,W,DURFEY,0020,0009,times,,12:10
root,course,Q,26716,EDPSY,565,,01,ADV ED STAT,3.0,W,,0030,0014,times,17:10,20:00
root,course,,26724,EDPSY,570,,01,PROGRAM EVAL,3.0,W,,0020,0019,times,13:10,16
root,course,,23994,E E,120,,01,INNOV IN DES,2.0,M,W,,0014,0013,times,,15:10
root,course,,24000,E E,120,,02,INNOV IN DES,2.0,TU,TH,,0015,0015,times,,14:10
root,course,,12062,AGTM,453,,01,AGRIC WASTE,2.0,M,F,CHEN,0020,0006,times,,9:10
root,course,,24018,E E,120,,03,INNOV IN DES,2.0,TU,TH,,0016,0016,times,,11:10
root,course,,24026,E E,214,,01,LOGIC CKTS,3.0,M,W,F,TINDER,0024,0024,times,,15:10
root,course,,24034,E E,214,,02,LOGIC CKTS,3.0,M,W,F,,0024,0022,times,,15:10
root,course,,24042,E E,214,,03,LOGIC CKTS,3.0,M,W,F,,0024,0022,times,,15:10
root,course,,24059,E E,214,,04,LOGIC CKTS,3.0,M,W,F,,0024,0026,times,,15:10
root,course,,24067,E E,214,,05,LOGIC CKTS,3.0,M,W,F,,0024,0024,times,,15:10
root,course,,24075,E E,214,,06,LOGIC CKTS,3.0,M,W,F,,0024,0024,times,,15:10
root,course,,24091,E E,214,,07,LOGIC CKTS,3.0,M,W,F,COLE,0001,0000,times,,15:10
root,course,,24133,E E,261,,01,CIRCUITS I,3.0,M,W,F,WELLS,0072,0068,times,,11:10
root,course,,24141,E E,262,,01,CIRCUITS LAB,1.0,TH,FALLON,0024,0024,times,9:10,12
root,course,,24158,E E,262,,02,CIRCUITS LAB,1.0,TH,FALLON,0024,0028,times,14:10,17
root,course,,24166,E E,262,,03,CIRCUITS LAB,1.0,F,FALLON,0024,0012,times,14:10,17
root,course,,24208,E E,304,,01,INTR EL CKTS,2.0,W,F,KAVASSERI,0063,0059,times,,9:10
root,course,,24216,E E,305,,01,INTR MICROPR,2.0,TU,TH,OREJEL,0050,0017,times,,11:10
root,course,,24224,E E,311,,01,ELECTRONICS,3.0,M,W,F,RINGO,0064,0033,times,,9:10
root,course,,24240,E E,314,,01,MICROPR SYST,3.0,M,W,F,APPERSON,0018,0015,times,,8:10
root,course,,24257,E E,314,,02,MICROPR SYST,3.0,M,W,F,APPERSON,0018,0016,times,,8:10
root,course,,24265,E E,314,,03,MICROPR SYST,3.0,M,W,F,APPERSON,0018,0018,times,,8:10
root,course,,24273,E E,314,,04,MICROPR SYST,3.0,M,W,F,APPERSON,0018,0014,times,,8:10
root,course,,24323,E E,321,,01,CIRCUITS II,3.0,M,W,F,FISCHER,0065,0041,times,,14:10
root,course,,24356,E E,324,,01,FUND DIG SYS,4.0,M,W,F,COLE,0024,0011,times,,12:10
root,course,,24364,E E,324,,02,FUND DIG SYS,4.0,M,W,F,,0024,0016,times,,12:10
root,course,,24372,E E,331,,01,FLDS & WAVES,3.0,M,W,F,BROSCHAT,0050,0022,times,,10:10
root,course,,24398,E E,341,,01,SIG AND SYS,3.0,M,W,F,BELZER,0050,0033,times,,13:10
root,course,,24406,E E,351,,01,DIST PAR SYS,3.0,M,W,F,OLSEN,0050,0030,times,,8:10
root,course,Q,24422,E E,352,,01,E E LAB I,3.0,TU,FALLON,0014,0011,times,,11:10
root,course,Q,24430,E E,352,,02,E E LAB I,3.0,TU,FALLON,0014,0012,times,,11:10
root,course,,24463,E E,361,,01,ELEC PWR SYS,3.0,M,W,F,PEDROW,0030,0022,times,,16:10
root,course,Q,24471,E E,362,,01,[M] POWER LAB I,V,TH,VAZIRI,0012,0012,times,,10:10
root,course,Q,24489,E E,362,,02,[M] POWER LAB I,V,TH,,0012,0012,times,,10:10
root,course,,24521,E E,380,,01,PROF PRACTIC,1.0,W,WELLS,0002,0000,times,,12:10
root,course,,74021,E E,415,,01,DSN PROJ MGT,2.0,TH,OLSEN,0048,0042,times,15:10,17
root,course,,24539,E E,416,,01,[M] E E DESIGN,3.0,TU,HAGEMEISTER,0040,0023,times,,13:10
root,course,,24596,E E,432,,01,RF ENGINEER,4.0,M,W,F,HUDSON,0030,0031,times,,13:10
root,course,Q,24604,E E,434,,01,VLSI SYST I,3.0,M,W,F,COLE,0040,0012,times,,14:10
root,course,,24646,E E,464,,01,DIG SIG PROC,3.0,TU,TH,SIVAKUMAR,0055,0013,times,10:35,11:50
root,course,T,24729,E E,476,,01,ANLY INT CKT,3.0,M,W,F,FETCHE,0030,0018,times,,15:10
root,course,Q,24737,E E,477,,01,[M] AN INT CK L,2.0,TU,FETCHE,0015,0009,times,9:10,13
root,course,T,12104,ALCST,365,,01,PROB ALC ADD,3.0,TU,TH,MOSHER,0025,0009,times,9:10,10:25
root,course,I,24836,E E,486,,01,POWER ELECTR,3.0,M,W,F,HESS,0010,0001,times,,16:30
root,course,Q,24851,E E,489,,01,INTR CON SYS,3.0,M,W,F,HSU,0050,0022,times,,10:10
root,course,T,24877,E E,491,,01,PWR SYS PERF,3.0,M,W,PHILIPP,0020,0001,times,17:45,19
root,course,,24885,E E,493,,01,PRT PWRSYS I,3.0,M,W,F,PEREZ,0040,0006,times,,14:10
root,course,,24893,E E,494,,01,PROT REL LAB,2.0,TU,,0020,0003,times,14:10,17
root,course,,24919,E E,496,,01,INT SEMI DEV,3.0,M,W,F,OSMAN,0040,0015,times,,9:10
root,course,,24943,E E,501,,01,LIN SYS TH,3.0,M,W,F,HSU,0040,0019,times,,15:10
root,course,,12112,ALCST,367,,01,SP TOPICS,3.0,M,W,F,FOSCHINI-MILLER,0020,0010,times,,11:10
root,course,,24968,E E,504,,01,MODRN OPTICS,3.0,TU,TH,SCHNEIDER,0025,0017,times,9:10,10:25
root,course,,24984,E E,507,,01,RANDOM PROC,3.0,M,W,F,SABERI,0025,0008,times,,12:10
root,course,,25031,E E,518,,01,AD EL TH I,3.0,TU,TH,SCHNEIDER,0015,0007,times,13:25,14:40
root,course,,25056,E E,521,,01,POW SYS ANLY,3.0,M,W,VENKATASUBRAMANIAN,0030,0005,times,13:25,14:40
root,course,,25122,E E,543,,01,SIGNAL THEOR,3.0,M,W,F,FISCHER,0020,0010,times,,9:10
root,course,T,25171,E E,555,,01,CPT COM NETW,3.0,M,W,SIVALINGAM,0008,0006,times,16:15,17:30
root,course,T,25189,E E,564,,01,ADV SIG PROC,3.0,TH,MORTZ,0015,0004,times,19:15,22
root,course,Q,65375,E MIC,406,,01,MICROTECH,4.0,M,W,FRANCESCHI,0010,0002,times,,8:10
root,course,Q,65391,E MIC,506,,01,MICROTECH,4.0,M,W,FRANCESCHI,0010,0001,times,,8:10
root,course,Q,26799,ENGL,100,,01,BASIC WRTG,3.0,M,W,F,,0021,0018,times,,10:10
root,course,Q,26807,ENGL,100,,02,BASIC WRTG,3.0,M,W,F,,0021,0015,times,,9:10
root,course,Q,26815,ENGL,101,,01,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,13:10
root,course,Q,26823,ENGL,101,,02,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,13:10
root,course,Q,26831,ENGL,101,,03,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,13:25,14:40
root,course,Q,26849,ENGL,101,,04,[W] INTRO WRTG,3.0,M,W,F,,0026,0024,times,,9:10
root,course,Q,26856,ENGL,101,,05,[W] INTRO WRTG,3.0,M,W,F,,0026,0025,times,,9:10
root,course,Q,26864,ENGL,101,,06,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,15:10
root,course,Q,26872,ENGL,101,,07,[W] INTRO WRTG,3.0,TU,TH,,0025,0026,times,12:00,13:15
root,course,Q,26880,ENGL,101,,08,[W] INTRO WRTG,3.0,M,W,F,,0026,0025,times,,10:10
root,course,Q,26898,ENGL,101,,09,[W] INTRO WRTG,3.0,M,W,F,,0026,0024,times,,10:10
root,course,,12153,ALCST,447,,01,ALC COUNSEL,2.0,M,FOSCHINI-MILLER,0005,0004,times,14:10,16
root,course,Q,26906,ENGL,101,,10,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,14:10
root,course,Q,26914,ENGL,101,,11,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,12:00,13:15
root,course,Q,26922,ENGL,101,,12,[W] INTRO WRTG,3.0,M,W,F,,0025,0025,times,,15:10
root,course,Q,26930,ENGL,101,,13,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,10:10
root,course,Q,26948,ENGL,101,,14,[W] INTRO WRTG,3.0,M,W,F,,0026,0025,times,,11:10
root,course,Q,26955,ENGL,101,,15,[W] INTRO WRTG,3.0,TU,TH,,0026,0025,times,9:10,10:25
root,course,Q,26963,ENGL,101,,16,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,13:10
root,course,Q,26971,ENGL,101,,17,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,13:10
root,course,Q,26997,ENGL,101,,19,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,9:10,10:25
root,course,Q,27011,ENGL,101,,21,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,14:10
root,course,,10793,ACCTG,330,,01,INT ACCT I,3.0,TU,TH,SWEENEY,0045,0030,times,9:10,10:25
root,course,Q,27029,ENGL,101,,22,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,14:10
root,course,Q,27037,ENGL,101,,23,[W] INTRO WRTG,3.0,M,W,F,,0026,0025,times,,9:10
root,course,Q,27045,ENGL,101,,24,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,14:50,16:05
root,course,Q,27060,ENGL,101,,26,[W] INTRO WRTG,3.0,TU,TH,,0026,0024,times,9:10,10:25
root,course,Q,27078,ENGL,101,,27,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,13:25,14:40
root,course,Q,27086,ENGL,101,,28,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,10:35,11:50
root,course,Q,27094,ENGL,101,,29,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,10:35,11:50
root,course,Q,27102,ENGL,101,,30,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,13:25,14:40
root,course,Q,27110,ENGL,101,,31,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,12:00,13:15
root,course,Q,27128,ENGL,101,,32,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,9:10,10:25
root,course,,12179,AM ST,216,,01,[H] AMER CULTURE,3.0,M,W,F,,0020,0008,times,,14:10
root,course,Q,27136,ENGL,101,,33,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,10:35,11:50
root,course,Q,27144,ENGL,101,,34,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,8:10
root,course,Q,27151,ENGL,101,,35,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,12:00,13:15
root,course,Q,27169,ENGL,101,,36,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,10:10
root,course,Q,27177,ENGL,101,,37,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,11:10
root,course,Q,27185,ENGL,101,,38,[W] INTRO WRTG,3.0,TU,TH,,0026,0026,times,10:35,11:50
root,course,Q,27201,ENGL,101,,40,[W] INTRO WRTG,3.0,TU,TH,,0026,0025,times,13:25,14:40
root,course,Q,27219,ENGL,101,,41,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,9:10
root,course,Q,27227,ENGL,101,,42,[W] INTRO WRTG,3.0,M,W,F,,0026,0024,times,,8:10
root,course,Q,27235,ENGL,101,,43,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,11:10
root,course,,12195,AM ST,470,,01,WEST CULTURE,3.0,TU,TH,KUO,0025,0005,times,10:35,11:50
root,course,Q,27250,ENGL,101,,45,[W] INTRO WRTG,3.0,M,W,F,,0026,0025,times,,10:10
root,course,Q,27268,ENGL,101,,46,[W] INTRO WRTG,3.0,M,W,F,,0026,0024,times,,10:10
root,course,Q,27276,ENGL,101,,47,[W] INTRO WRTG,3.0,M,W,F,,0026,0024,times,,9:10
root,course,Q,27284,ENGL,101,,48,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,13:10
root,course,Q,27292,ENGL,101,,49,[W] INTRO WRTG,3.0,M,W,F,,0026,0026,times,,14:10
root,course,Q,27458,ENGL,104,,01,INT GRAM ESL,3.0,M,W,F,SILER,0026,0026,times,,10:10
root,course,Q,27474,ENGL,105,,01,[W] COMP FOR ESL,3.0,M,W,F,SILER,0021,0016,times,,14:10
root,course,Q,27482,ENGL,105,,02,[W] COMP FOR ESL,3.0,TU,TH,,0021,0020,times,9:10,10:25
root,course,,27490,ENGL,106,,01,CONVERS ESL,1.0,M,W,,0015,0015,times,,13:10
root,course,,12203,AM ST,471,,01,[H] CUL POLITICS,3.0,TU,TH,REED,0020,0020,times,13:25,14:40
root,course,,27508,ENGL,108,,01,[H] INTRO TO LIT,3.0,M,W,F,EHRSTINE,0050,0047,times,,13:10
root,course,Q,27524,ENGL,198,,01,[W] COMP HONORS,3.0,M,W,F,C. HUGHES,0025,0027,times,,9:10
root,course,Q,27532,ENGL,198,,02,[W] COMP HONORS,3.0,M,W,F,SITKO,0025,0026,times,,11:10
root,course,Q,27540,ENGL,198,,03,[W] COMP HONORS,3.0,M,W,F,C. HUGHES,0025,0025,times,,13:10
root,course,Q,27557,ENGL,198,,04,[W] COMP HONORS,3.0,TU,TH,KITTELL,0025,0022,times,13:25,14:40
root,course,Q,27565,ENGL,198,,05,[W] COMP HONORS,3.0,TU,TH,DELAHOYDE,0025,0027,times,9:10,10:25
root,course,Q,27573,ENGL,198,,06,[W] COMP HONORS,3.0,M,W,F,,0025,0024,times,,11:10
root,course,Q,27581,ENGL,198,,07,[W] COMP HONORS,3.0,TU,TH,KITTELL,0025,0026,times,9:10,10:25
root,course,Q,27599,ENGL,198,,08,[W] COMP HONORS,3.0,TU,TH,,0025,0017,times,13:25,14:40
root,course,,27631,ENGL,199,,01,[H] COMP LIT HON,3.0,TU,TH,,0027,0026,times,10:35,11:50
root,course,,12211,AM ST,500,,01,COLLOQUIUM,1.0,F,REED,0030,0015,times,,12:10
root,course,,27649,ENGL,199,,02,[H] COMP LIT HON,3.0,M,W,F,D. HUGHES,0027,0026,times,,11:10
root,course,,27656,ENGL,199,,03,[H] COMP LIT HON,3.0,TU,TH,DELAHOYDE,0001,0026,times,12:00,13:15
root,course,,27664,ENGL,199,,04,[H] COMP LIT HON,3.0,M,W,F,LEE,0027,0025,times,,13:10
root,course,Q,27680,ENGL,201,,01,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0023,times,,13:10
root,course,Q,27698,ENGL,201,,02,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0021,times,,9:10
root,course,Q,27706,ENGL,201,,03,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0021,times,,14:10
root,course,Q,27714,ENGL,201,,04,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0026,times,,10:10
root,course,Q,27722,ENGL,201,,05,[W] WRTG&RESERCH,3.0,TU,TH,,0026,0024,times,12:00,13:15
root,course,Q,27730,ENGL,201,,06,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0024,times,,11:10
root,course,,12229,AM ST,501,,01,AM ST READ I,3.0,W,ARMITAGE,0015,0006,times,14:10,17
root,course,Q,27748,ENGL,201,,07,[W] WRTG&RESERCH,3.0,M,W,F,,0026,0024,times,,13:10
root,course,Q,27763,ENGL,201,,09,[W] WRTG&RESERCH,3.0,TU,TH,,0026,0022,times,10:35,11:50
root,course,Q,27771,ENGL,201,,10,[W] WRTG&RESERCH,3.0,TU,TH,,0026,0023,times,13:25,14:40
root,course,,27888,ENGL,209,,01,[H] RDG ENGL LIT,3.0,M,W,F,HYDE,0035,0023,times,,9:10
root,course,,27896,ENGL,209,,02,[H] RDG ENGL LIT,3.0,M,W,F,,0035,0021,times,,13:10
root,course,,27912,ENGL,210,,01,[H] RDG AMER LIT,3.0,M,W,F,,0035,0024,times,,13:10
root,course,,27961,ENGL,216,,01,[H] AMER CULTURE,3.0,M,W,F,,0015,0005,times,,14:10
root,course,,73031,ENGL,251,,01,INTRO CR WR,3.0,TU,TH,KITTELL,0020,0019,times,10:35,11:50
root,course,,27979,ENGL,255,,01,ENGL GRAMMAR,3.0,M,W,F,GORDON,0035,0031,times,,13:10
root,course,Q,28001,ENGL,300,,01,CPTR IN ENGL,1.0,TU,TH,SITKO,0025,0019,times,,12:10
root,course,,12245,AM ST,590,,01,SEM AMER ST,3.0,TU,SAN JUAN,0015,0009,times,13:10,16
root,course,Q,28019,ENGL,300,,02,CPTR IN ENGL,1.0,M,F,SITKO,0050,0021,times,,12:10
root,course,Q,28027,ENGL,300,,03,CPTR IN ENGL,1.0,M,W,SITKO,0050,0009,times,,16:10
root,course,Q,28043,ENGL,301,,01,[W] RHETOR CONVN,3.0,M,W,F,,0026,0023,times,,9:10
root,course,Q,28050,ENGL,301,,02,[W] RHETOR CONVN,3.0,M,W,F,,0026,0025,times,,10:10
root,course,Q,28068,ENGL,301,,03,[W] RHETOR CONVN,3.0,M,W,F,,0026,0023,times,,14:10
root,course,Q,28076,ENGL,301,,04,[W] RHETOR CONVN,3.0,TU,TH,,0026,0021,times,10:35,11:50
root,course,Q,28084,ENGL,301,,05,[W] RHETOR CONVN,3.0,TU,TH,,0026,0022,times,14:50,16:05
root,course,Q,28092,ENGL,301,,06,[W] RHETOR CONVN,3.0,TU,TH,,0026,0022,times,13:25,14:40
root,course,Q,28100,ENGL,301,,07,[W] RHETOR CONVN,3.0,M,W,F,,0026,0023,times,,10:10
root,course,Q,28118,ENGL,301,,08,[W] RHETOR CONVN,3.0,M,W,F,,0026,0020,times,,13:10
root,course,,10009,A S,101,,01,INTRO A S,3.0,TU,TH,MIRANDO,0160,0105,times,,9:10
root,course,Q,28142,ENGL,302,,01,[W] WRTG ABT LIT,3.0,M,W,F,,0025,0023,times,,10:10
root,course,Q,28159,ENGL,302,,02,[W] WRTG ABT LIT,3.0,M,W,F,,0025,0020,times,,14:10
root,course,Q,28167,ENGL,302,,03,[W] WRTG ABT LIT,3.0,M,W,F,,0025,0026,times,,11:10
root,course,Q,28175,ENGL,302,,04,[W] WRTG ABT LIT,3.0,TU,TH,KENNEDY,0025,0023,times,10:35,11:50
root,course,,28191,ENGL,305,,01,[H] SHAKESPEARE,3.0,TU,TH,JANKOWSKI,0035,0032,times,10:35,11:50
