metadata,nomenc,nomenc name,nom-item,nom-item code,property,property2,property3,property4,property5,desc,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,desc21,desc22,desc23,nom-item2,nom-item code2,property22,desc222,desc32,desc42,desc52,desc62,desc72,desc82,desc92,desc102,desc112,desc122,desc132,desc142,desc152,desc162,desc172,desc182,desc192,desc202,desc212,desc2222,desc232,desc24,nom-item22,nom-item code22,desc2,desc lang
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.5,Práva a občianstvo,sk
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.5,Pravice in državljanstvo,sl
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.5,Rättigheter och medborgarskap,sv
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civil protection,en
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Protection civile,fr
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Гражданска защита,bg
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilní ochrana,cs
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilbeskyttelse,da
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Katastrophenschutz,de
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Πολιτική προστασία,el
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Protección civil,es
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Kodanikukaitse,et
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Pelastuspalvelu,fi
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilna zaštita,hr
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Polgári védelem,hu
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Protezione civile,it
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilinė sauga,lt
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilā aizsardzība,lv
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Protezzjoni ċivili,mt
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civiele bescherming,nl
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Ochrona ludności,pl
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Proteção Civil,pt
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Protecție civilă,ro
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilná ochrana,sk
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilna zaščita,sl
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.6,Civilskydd,sv
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,Europe for Citizens,en
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,L'Europe pour les citoyens,fr
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,Европа за гражданите,bg
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,Evropa pro občany,cs
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,Europa for Borgerne,da
metadata,nomenc,fp,nom-item,3,,,,,,Security and citizenship,Sécurité et citoyenneté,Сигурност и гражданство,Bezpečnost a občanství,Sikkerhed og borgerskab,Sicherheit und Unionsbürgerschaft,Ασφάλεια και ιθαγένεια,Seguridad y ciudadanía,Julgeolek ja kodakondsus,Turvallisuus ja kansalaisuus,Sigurnost i građanstvo,Biztonság és uniós polgárság,Sicurezza e cittadinanza,Saugumas ir pilietybė,Drošība un pilsonība,Sigurtà u ċittadinanza,Veiligheid en burgerschap,Bezpieczeństwo i obywatelstwo,Segurança e cidadania,Securitate și cetățenie,Bezpečnosť a občianstvo,Varnost in državljanstvo,Säkerhet och medborgarskap,nom-item,3.0,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,3.0.7,Europa für Bürgerinnen und Bürger,de
