metadata,nomenc,nomenc name,nom-item,nom-item code,property,desc,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,desc21,desc22,desc23,nom-item2,nom-item code2,property2,desc222,desc32,desc42,desc52,desc62,desc72,desc82,desc92,desc102,desc112,desc122,desc132,desc142,desc152,desc162,desc172,desc182,desc192,desc202,desc212,desc2222,desc232,desc24,nom-item22,nom-item code22,desc2,desc lang
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Informacije,hr
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Negatív tartalék,hu
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Riserva negativa,it
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Neigiamas rezervas,lt
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Negatīvā rezerve,lv
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Riżerva negattiva  ,mt
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Negatieve reserve,nl
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Rezerwa ujemna,pl
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Reserva negativa ,pt
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Rezerva negativă,ro
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Záporná rezerva,sk
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Negativna rezerva,sl
metadata,nomenc,fp,nom-item,8,,Negative reserve,RÉSERVE NÉGATIVE,ОТРИЦАТЕЛЕН РЕЗЕРВ,ZÁPORNÁ REZERVA,NEGATIV RESERVE,NEGATIVRESERVE,ΑΡΝΗΤΙΚΟ ΑΠΟΘΕΜΑΤΙΚΟ,RESERVA NEGATIVA,NEGATIIVRESERV,NEGATIIVINEN VARAUS,Službena putovanja i reprezentacije,NEGATÍV TARTALÉK,RISERVA NEGATIVA,NEIGIAMAS REZERVAS,NEGATĪVĀ REZERVE,RIŻERVA NEGATTIVA,NEGATIEVE RESERVE,REZERWA UJEMNA,RESERVA NEGATIVA ,REZERVA NEGATIVĂ,ZÁPORNÁ REZERVA,NEGATIVNA REZERVA,NEGATIV RESERV,nom-item,8.0,,-,-,-,-,-,-,-,-,-,-,Sastanci, odbori, konferencije,-,-,-,-,-,-,-,-,-,-,-,-,nom-item,8.0.1,Negativ reserv,sv
